stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,zone_id,route_short_name
T_1792_STOP,1792,Hortúa,4.5903359428229775,-74.09062014127248,0,ESTACION_9107,0,C17
T_1266_STOP,1266,Avenida 39,4.626354228310636,-74.06876763223701,0,ESTACION_9116,0,C17
T_1334_STOP,1334,Calle 57,4.642522741583528,-74.0658808811247,0,ESTACION_9119,0,C17
T_1365_STOP,1365,Calle 76,4.662527441942896,-74.0613196803264,0,ESTACION_9123,0,C17
T_1837_STOP,1837,Portal Usme,4.53229974260048,-74.11948904730545,0,ESTACION_90004,0,C17
T_1450_STOP,1450,Av. Suba - Calle 116,4.699027351831139,-74.06978986780572,0,ESTACION_90005,0,C17
T_13600_STOP,13600,Suba Calle 100,4.686800391328597,-74.06431322215211,0,ESTACION_90007,0,C17
T_13218_STOP,13218,Portal Norte,4.753855003962944,-74.04636097361013,0,ESTACION_2000,0,B13
T_1211_STOP,1211,Calle 161,4.741108207067,-74.04813955129822,0,ESTACION_2102,0,B13
T_1226_STOP,1226,Mazurén,4.734566333050954,-74.04920388413046,0,ESTACION_2103,0,B13
T_1203_STOP,1203,Calle 142,4.726273566188878,-74.05060365683164,0,ESTACION_2105,0,B13
T_1186_STOP,1186,Calle 106,4.692053267903323,-74.05632083511243,0,ESTACION_2205,0,B13
T_1179_STOP,1179,Calle 100,4.684682874574982,-74.05756584273966,0,ESTACION_2300,0,B13
T_1165_STOP,1165,Calle 85,4.671778357161121,-74.05972406027014,0,ESTACION_2303,0,B13
T_13459_STOP,13459,Portal Tunal,4.567917168441801,-74.1394663471562,0,ESTACION_8000,0,B13
T_1775_STOP,1775,Biblioteca,4.570204465823693,-74.13029877563555,0,ESTACION_8002,0,B13
T_1812_STOP,1812,Quiroga,4.5767432510113455,-74.11452496234334,0,ESTACION_9101,0,B13
T_1788_STOP,1788,Fucha,4.582740133708476,-74.09973415215148,0,ESTACION_9105,0,B13
T_1793_STOP,1793,Hortúa,4.590950421825137,-74.09013258834054,0,ESTACION_9107,0,B13
T_1401_STOP,1401,Tercer Milenio,4.597735959570757,-74.08412037652597,0,ESTACION_9109,0,B13
T_1307_STOP,1307,Calle 22,4.612324705593579,-74.074332031339,0,ESTACION_9113,0,B13
T_1266_STOP,1266,Avenida 39,4.626354228310636,-74.06876763223701,0,ESTACION_9116,0,B13
T_1347_STOP,1347,Calle 63,4.649048888967078,-74.06472877465062,0,ESTACION_9120,0,B13
T_1376_STOP,1376,Flores,4.6552015955839945,-74.06283394509434,0,ESTACION_9121,0,B13
T_1903_STOP,1903,Concejo de Bogotá,4.625940136175201,-74.08025984354249,0,ESTACION_6108,0,3
T_1867_STOP,1867,Centro Memoria,4.62007722887724,-74.076140816319,0,ESTACION_6109,0,3
T_1832_STOP,1832,Molinos,4.556670712466817,-74.121724713235,0,ESTACION_9001,0,3
T_1826_STOP,1826,Consuelo,4.560219290886659,-74.12391081809042,0,ESTACION_9002,0,3
T_1841_STOP,1841,Socorro,4.564391260392142,-74.12547421504736,0,ESTACION_9003,0,3
T_1819_STOP,1819,Santa Lucía,4.5710479647091855,-74.12471797364387,0,ESTACION_9004,0,3
T_1780_STOP,1780,Calle 40 Sur,4.575656440549918,-74.12078217110094,0,ESTACION_9100,0,3
T_1811_STOP,1811,Quiroga,4.57677963438977,-74.11468717382714,0,ESTACION_9101,0,3
T_1798_STOP,1798,Olaya,4.578941536195879,-74.1074010013207,0,ESTACION_9103,0,3
T_1815_STOP,1815,Restrepo,4.581657314326305,-74.1018448437859,0,ESTACION_9104,0,3
T_1786_STOP,1786,Fucha,4.583011093046408,-74.09940929923677,0,ESTACION_9105,0,3
T_1795_STOP,1795,Nariño,4.586116146003825,-74.09415908480074,0,ESTACION_9106,0,3
T_1790_STOP,1790,Hortúa,4.59094149122168,-74.09022274316334,0,ESTACION_9107,0,3
T_1944_STOP,1944,Hospital,4.595115476084632,-74.08625111833501,0,ESTACION_9108,0,3
T_1405_STOP,1405,Tercer Milenio,4.598612579258608,-74.08349726115277,0,ESTACION_9109,0,3
T_1277_STOP,1277,Jiménez,4.602697452531244,-74.0806074045313,0,ESTACION_9110,0,3
T_1300_STOP,1300,Calle 19,4.607749220969527,-74.07697707513391,0,ESTACION_9111,0,3
T_1310_STOP,1310,Calle 22,4.61163593122244,-74.07476348877057,0,ESTACION_9113,0,3
T_1837_STOP,1837,Portal Usme,4.53229974260048,-74.11948904730545,0,ESTACION_90004,0,3
T_1897_STOP,1897,Concejo de Bogotá,4.625862610936681,-74.08018996504873,0,ESTACION_6108,0,3
T_1861_STOP,1861,Centro Memoria,4.62036162851545,-74.0762679088957,0,ESTACION_6109,0,3
T_2025_STOP,2025,Molinos,4.557448970617779,-74.12199418891565,0,ESTACION_9001,0,3
T_1828_STOP,1828,Consuelo,4.560382102034732,-74.1239016067815,0,ESTACION_9002,0,3
T_1842_STOP,1842,Socorro,4.5645812525859215,-74.12550102737713,0,ESTACION_9003,0,3
T_1825_STOP,1825,Santa Lucia,4.5713462736737664,-74.12455535627689,0,ESTACION_9004,0,3
T_1784_STOP,1784,Calle 40 Sur,4.57581808792887,-74.11982646497891,0,ESTACION_9100,0,3
T_1812_STOP,1812,Quiroga,4.5767432510113455,-74.11452496234334,0,ESTACION_9101,0,3
T_1801_STOP,1801,Olaya,4.5789232424023085,-74.10723876763174,0,ESTACION_9103,0,3
T_1817_STOP,1817,Restrepo,4.581991627713276,-74.10111982933445,0,ESTACION_9104,0,3
T_1788_STOP,1788,Fucha,4.582740133708476,-74.09973415215148,0,ESTACION_9105,0,3
T_1796_STOP,1796,Nariño,4.5861159973304,-74.09404189908642,0,ESTACION_9106,0,3
T_1793_STOP,1793,Hortúa,4.590950421825137,-74.09013258834054,0,ESTACION_9107,0,3
T_1947_STOP,1947,Hospital,4.595169541453227,-74.08608879039643,0,ESTACION_9108,0,3
T_1404_STOP,1404,Tercer Milenio,4.598675735773564,-74.08337097838861,0,ESTACION_9109,0,3
T_1284_STOP,1284,Jiménez,4.603284737784457,-74.0800838108601,0,ESTACION_9110,0,3
T_1297_STOP,1297,Calle 19,4.60838959540402,-74.07647239706057,0,ESTACION_9111,0,3
T_1306_STOP,1306,Calle 22,4.611888983119592,-74.074591884367,0,ESTACION_9113,0,3
T_1837_STOP,1837,Portal Usme,4.53229974260048,-74.11948904730545,0,ESTACION_90004,0,3
T_1903_STOP,1903,Concejo de Bogotá,4.625940136175201,-74.08025984354249,0,ESTACION_6108,0,3
T_1867_STOP,1867,Centro Memoria,4.62007722887724,-74.076140816319,0,ESTACION_6109,0,3
T_1832_STOP,1832,Molinos,4.556670712466817,-74.121724713235,0,ESTACION_9001,0,3
T_1826_STOP,1826,Consuelo,4.560219290886659,-74.12391081809042,0,ESTACION_9002,0,3
T_1841_STOP,1841,Socorro,4.564391260392142,-74.12547421504736,0,ESTACION_9003,0,3
T_1819_STOP,1819,Santa Lucía,4.5710479647091855,-74.12471797364387,0,ESTACION_9004,0,3
T_1780_STOP,1780,Calle 40 Sur,4.575656440549918,-74.12078217110094,0,ESTACION_9100,0,3
T_1811_STOP,1811,Quiroga,4.57677963438977,-74.11468717382714,0,ESTACION_9101,0,3
T_1798_STOP,1798,Olaya,4.578941536195879,-74.1074010013207,0,ESTACION_9103,0,3
T_1815_STOP,1815,Restrepo,4.581657314326305,-74.1018448437859,0,ESTACION_9104,0,3
T_1786_STOP,1786,Fucha,4.583011093046408,-74.09940929923677,0,ESTACION_9105,0,3
T_1795_STOP,1795,Nariño,4.586116146003825,-74.09415908480074,0,ESTACION_9106,0,3
T_1790_STOP,1790,Hortúa,4.59094149122168,-74.09022274316334,0,ESTACION_9107,0,3
T_1944_STOP,1944,Hospital,4.595115476084632,-74.08625111833501,0,ESTACION_9108,0,3
T_1405_STOP,1405,Tercer Milenio,4.598612579258608,-74.08349726115277,0,ESTACION_9109,0,3
T_1277_STOP,1277,Jiménez,4.602697452531244,-74.0806074045313,0,ESTACION_9110,0,3
T_1300_STOP,1300,Calle 19,4.607749220969527,-74.07697707513391,0,ESTACION_9111,0,3
T_1310_STOP,1310,Calle 22,4.61163593122244,-74.07476348877057,0,ESTACION_9113,0,3
T_1837_STOP,1837,Portal Usme,4.53229974260048,-74.11948904730545,0,ESTACION_90004,0,3
